"","Gene_name","LFC_HA_AA","FDR_HA_AA"
"ALG1","ALG1",NA,NA
"ALG10","ALG10",NA,NA
"ALG10B","ALG10B",NA,NA
"ALG11","ALG11",NA,NA
"ALG12","ALG12",NA,NA
"ALG13","ALG13",NA,NA
"ALG14","ALG14",NA,NA
"ALG14-AS1","ALG14-AS1",NA,NA
"ALG1L","ALG1L",NA,NA
"ALG1L10P","ALG1L10P",NA,NA
"ALG1L11P","ALG1L11P",NA,NA
"ALG1L13P","ALG1L13P",NA,NA
"ALG1L2","ALG1L2",NA,NA
"ALG1L3P","ALG1L3P",NA,NA
"ALG1L5P","ALG1L5P",NA,NA
"ALG1L8P","ALG1L8P",NA,NA
"ALG1L9P","ALG1L9P",NA,NA
"ALG2","ALG2",NA,NA
"ALG3","ALG3",NA,NA
"ALG3P1","ALG3P1",NA,NA
"ALG5","ALG5",NA,NA
"ALG6","ALG6",NA,NA
"ALG8","ALG8",NA,NA
"ALG9","ALG9",NA,NA
"ALK","ALK",NA,NA
"ALKAL1","ALKAL1",NA,NA
"ALKAL2","ALKAL2",NA,NA
"ALKBH1","ALKBH1",NA,NA
"ALKBH2","ALKBH2",NA,NA
"ALKBH3","ALKBH3",NA,NA
"ALKBH3-AS1","ALKBH3-AS1",NA,NA
"ALKBH4","ALKBH4",NA,NA
"ALKBH5","ALKBH5",NA,NA
"ALKBH6","ALKBH6",NA,NA
"ALKBH7","ALKBH7",NA,NA
"ALKBH8","ALKBH8",NA,NA
"ALLC","ALLC",NA,NA
"ALMS1","ALMS1",NA,NA
"ALMS1-IT1","ALMS1-IT1",NA,NA
"ALMS1P1","ALMS1P1",NA,NA
"ALOX12","ALOX12",NA,NA
"ALOX12-AS1","ALOX12-AS1",NA,NA
"ALOX12B","ALOX12B",NA,NA
"ALOX12P2","ALOX12P2",NA,NA
"ALOX15","ALOX15",NA,NA
"ALOX15B","ALOX15B",NA,NA
"ALOX15P2","ALOX15P2",NA,NA
"ALOX5","ALOX5",NA,NA
"ALOX5AP","ALOX5AP",NA,NA
"ALOXE3","ALOXE3",NA,NA
"ALPG","ALPG",NA,NA
"ALPI","ALPI",NA,NA
"ALPK1","ALPK1",NA,NA
"ALPK2","ALPK2",NA,NA
"ALPK3","ALPK3",NA,NA
"ALPL","ALPL",NA,NA
"ALPP","ALPP",NA,NA
"ALS2","ALS2",NA,NA
"ALS2CL","ALS2CL",NA,NA
"ALX1","ALX1",NA,NA
"ALX3","ALX3",NA,NA
"ALX4","ALX4",NA,NA
"ALYREF","ALYREF",NA,NA
"AMACR","AMACR",NA,NA
"AMBN","AMBN",NA,NA
"AMBP","AMBP",NA,NA
"AMBRA1","AMBRA1",NA,NA
"AMD1","AMD1",NA,NA
"AMD1P1","AMD1P1",NA,NA
"AMDHD1","AMDHD1",NA,NA
"AMDHD2","AMDHD2",NA,NA
"AMELX","AMELX",NA,NA
"AMELY","AMELY",NA,NA
"AMER1","AMER1",NA,NA
"AMER2","AMER2",NA,NA
"AMER3","AMER3",NA,NA
"AMFR","AMFR",NA,NA
"AMH","AMH",NA,NA
"AMHR2","AMHR2",NA,NA
"AMIGO1","AMIGO1",NA,NA
"AMIGO2","AMIGO2",NA,NA
"AMIGO3","AMIGO3",NA,NA
"AMMECR1","AMMECR1",NA,NA
"AMMECR1L","AMMECR1L",NA,NA
"AMMECR1LP1","AMMECR1LP1",NA,NA
"AMN","AMN",NA,NA
"AMN1","AMN1",NA,NA
"AMOT","AMOT",NA,NA
"AMOTL1","AMOTL1",NA,NA
"AMOTL2","AMOTL2",NA,NA
"AMPD1","AMPD1",NA,NA
"AMPD2","AMPD2",NA,NA
"AMPD3","AMPD3",NA,NA
"AMPH","AMPH",NA,NA
"AMT","AMT",NA,NA
"AMTN","AMTN",NA,NA
"AMY1A","AMY1A",NA,NA
"AMY1B","AMY1B",NA,NA
"AMY1C","AMY1C",NA,NA
"AMY2A","AMY2A",NA,NA
"AMY2B","AMY2B",NA,NA
"AMYP1","AMYP1",NA,NA
"AMZ1","AMZ1",NA,NA
"AMZ2","AMZ2",NA,NA
"AMZ2P1","AMZ2P1",NA,NA
"AMZ2P2","AMZ2P2",NA,NA
"ANAPC1","ANAPC1",NA,NA
"ANAPC10","ANAPC10",NA,NA
"ANAPC11","ANAPC11",NA,NA
"ANAPC13","ANAPC13",NA,NA
"ANAPC15","ANAPC15",NA,NA
"ANAPC16","ANAPC16",NA,NA
"ANAPC1P1","ANAPC1P1",NA,NA
"ANAPC1P3","ANAPC1P3",NA,NA
"ANAPC1P4","ANAPC1P4",NA,NA
"ANAPC1P5","ANAPC1P5",NA,NA
"ANAPC2","ANAPC2",NA,NA
"ANAPC4","ANAPC4",NA,NA
"ANAPC5","ANAPC5",NA,NA
"ANAPC7","ANAPC7",NA,NA
"ANG","ANG",NA,NA
"ANGEL1","ANGEL1",NA,NA
"ANGEL2","ANGEL2",NA,NA
"ANGPT1","ANGPT1",NA,NA
"ANGPT2","ANGPT2",NA,NA
"ANGPT4","ANGPT4",NA,NA
"ANGPTL1","ANGPTL1",NA,NA
"ANGPTL2","ANGPTL2",NA,NA
"ANGPTL3","ANGPTL3",NA,NA
"ANGPTL4","ANGPTL4",NA,NA
"ANGPTL5","ANGPTL5",NA,NA
"ANGPTL6","ANGPTL6",NA,NA
"ANGPTL7","ANGPTL7",NA,NA
"ANGPTL8","ANGPTL8",NA,NA
"ANHX","ANHX",NA,NA
"ANK1","ANK1",NA,NA
"ANK2","ANK2",NA,NA
"ANK3","ANK3",NA,NA
"ANKAR","ANKAR",NA,NA
"ANKDD1A","ANKDD1A",NA,NA
"ANKDD1B","ANKDD1B",NA,NA
"ANKEF1","ANKEF1",NA,NA
"ANKFN1","ANKFN1",NA,NA
"ANKFY1","ANKFY1",NA,NA
"ANKH","ANKH",NA,NA
"ANKHD1","ANKHD1",NA,NA
"ANKHD1-EIF4EBP3","ANKHD1-EIF4EBP3",NA,NA
"ANKIB1","ANKIB1",NA,NA
"ANKK1","ANKK1",NA,NA
"ANKLE1","ANKLE1",NA,NA
"ANKLE2","ANKLE2",NA,NA
"ANKMY1","ANKMY1",NA,NA
"ANKMY2","ANKMY2",NA,NA
"ANKRA2","ANKRA2",NA,NA
"ANKRD1","ANKRD1",NA,NA
"ANKRD10","ANKRD10",NA,NA
"ANKRD11","ANKRD11",NA,NA
"ANKRD11P1","ANKRD11P1",NA,NA
"ANKRD12","ANKRD12",NA,NA
"ANKRD13A","ANKRD13A",NA,NA
"ANKRD13B","ANKRD13B",NA,NA
"ANKRD13C","ANKRD13C",NA,NA
"ANKRD13D","ANKRD13D",NA,NA
"ANKRD16","ANKRD16",NA,NA
"ANKRD17","ANKRD17",NA,NA
"ANKRD18A","ANKRD18A",NA,NA
"ANKRD18B","ANKRD18B",NA,NA
"ANKRD18DP","ANKRD18DP",NA,NA
"ANKRD18EP","ANKRD18EP",NA,NA
"ANKRD19P","ANKRD19P",NA,NA
"ANKRD2","ANKRD2",NA,NA
"ANKRD20A1","ANKRD20A1",NA,NA
"ANKRD20A11P","ANKRD20A11P",NA,NA
"ANKRD20A17P","ANKRD20A17P",NA,NA
"ANKRD20A18P","ANKRD20A18P",NA,NA
"ANKRD20A2P","ANKRD20A2P",NA,NA
"ANKRD20A8P","ANKRD20A8P",NA,NA
"ANKRD22","ANKRD22",0.78271040519027,0.0213746079710111
"ANKRD23","ANKRD23",NA,NA
"ANKRD24","ANKRD24",NA,NA
"ANKRD26","ANKRD26",NA,NA
"ANKRD26P3","ANKRD26P3",NA,NA
"ANKRD26P4","ANKRD26P4",NA,NA
"ANKRD27","ANKRD27",NA,NA
"ANKRD28","ANKRD28",NA,NA
"ANKRD29","ANKRD29",NA,NA
"ANKRD30A","ANKRD30A",NA,NA
"ANKRD30B","ANKRD30B",NA,NA
"ANKRD30BL","ANKRD30BL",NA,NA
"ANKRD30BP1","ANKRD30BP1",NA,NA
"ANKRD31","ANKRD31",NA,NA
"ANKRD33","ANKRD33",NA,NA
"ANKRD33B","ANKRD33B",NA,NA
"ANKRD34A","ANKRD34A",NA,NA
"ANKRD34B","ANKRD34B",NA,NA
"ANKRD34C","ANKRD34C",NA,NA
"ANKRD34C-AS1","ANKRD34C-AS1",NA,NA
"ANKRD35","ANKRD35",NA,NA
"ANKRD36","ANKRD36",NA,NA
"ANKRD36B","ANKRD36B",NA,NA
"ANKRD36BP1","ANKRD36BP1",NA,NA
"ANKRD36BP2","ANKRD36BP2",NA,NA
"ANKRD36C","ANKRD36C",NA,NA
"ANKRD37","ANKRD37",NA,NA
"ANKRD39","ANKRD39",NA,NA
"ANKRD40","ANKRD40",NA,NA
"ANKRD40CL","ANKRD40CL",NA,NA
"ANKRD42","ANKRD42",NA,NA
"ANKRD42-DT","ANKRD42-DT",NA,NA
"ANKRD44","ANKRD44",NA,NA
"ANKRD44-AS1","ANKRD44-AS1",NA,NA
"ANKRD44-IT1","ANKRD44-IT1",NA,NA
"ANKRD45","ANKRD45",NA,NA
"ANKRD46","ANKRD46",NA,NA
"ANKRD49","ANKRD49",NA,NA
"ANKRD49P2","ANKRD49P2",NA,NA
"ANKRD50","ANKRD50",NA,NA
"ANKRD52","ANKRD52",NA,NA
"ANKRD53","ANKRD53",NA,NA
"ANKRD54","ANKRD54",NA,NA
"ANKRD55","ANKRD55",NA,NA
"ANKRD6","ANKRD6",NA,NA
"ANKRD60","ANKRD60",NA,NA
"ANKRD61","ANKRD61",NA,NA
"ANKRD62","ANKRD62",NA,NA
"ANKRD62P1","ANKRD62P1",NA,NA
"ANKRD63","ANKRD63",NA,NA
"ANKRD65","ANKRD65",NA,NA
"ANKRD66","ANKRD66",NA,NA
"ANKRD7","ANKRD7",NA,NA
"ANKRD9","ANKRD9",NA,NA
"ANKS1A","ANKS1A",NA,NA
"ANKS1B","ANKS1B",NA,NA
"ANKS3","ANKS3",NA,NA
"ANKS4B","ANKS4B",NA,NA
"ANKS6","ANKS6",NA,NA
"ANKUB1","ANKUB1",NA,NA
"ANKZF1","ANKZF1",NA,NA
"ANLN","ANLN",NA,NA
"ANO1","ANO1",NA,NA
"ANO10","ANO10",NA,NA
"ANO2","ANO2",NA,NA
"ANO3","ANO3",NA,NA
"ANO4","ANO4",NA,NA
"ANO5","ANO5",NA,NA
"ANO6","ANO6",NA,NA
"ANO7","ANO7",NA,NA
"ANO8","ANO8",NA,NA
"ANO9","ANO9",NA,NA
"ANOS1","ANOS1",NA,NA
"ANP32A","ANP32A",NA,NA
"ANP32AP1","ANP32AP1",NA,NA
"ANP32B","ANP32B",NA,NA
"ANP32BP1","ANP32BP1",NA,NA
"ANP32C","ANP32C",NA,NA
"ANP32D","ANP32D",NA,NA
"ANP32E","ANP32E",NA,NA
"ANPEP","ANPEP",NA,NA
"ANTKMT","ANTKMT",NA,NA
"ANTXR1","ANTXR1",NA,NA
"ANTXR2","ANTXR2",NA,NA
"ANTXRL","ANTXRL",NA,NA
"ANXA1","ANXA1",NA,NA
"ANXA10","ANXA10",NA,NA
"ANXA11","ANXA11",NA,NA
"ANXA13","ANXA13",NA,NA
"ANXA2","ANXA2",NA,NA
"ANXA2R","ANXA2R",NA,NA
"ANXA3","ANXA3",NA,NA
"ANXA4","ANXA4",NA,NA
"ANXA5","ANXA5",NA,NA
"ANXA6","ANXA6",NA,NA
"ANXA7","ANXA7",NA,NA
"ANXA8","ANXA8",NA,NA
"ANXA8L1","ANXA8L1",NA,NA
"ANXA9","ANXA9",NA,NA
"AOAH","AOAH",NA,NA
"AOAH-IT1","AOAH-IT1",NA,NA
"AOC1","AOC1",NA,NA
"AOC2","AOC2",NA,NA
"AOC3","AOC3",NA,NA
"AOC4P","AOC4P",NA,NA
"AOPEP","AOPEP",NA,NA
"AOX1","AOX1",NA,NA
"AOX2P","AOX2P",NA,NA
"AP1AR","AP1AR",NA,NA
"AP1B1","AP1B1",NA,NA
"AP1B1P1","AP1B1P1",NA,NA
"AP1B1P2","AP1B1P2",NA,NA
"AP1G1","AP1G1",NA,NA
"AP1G2","AP1G2",NA,NA
"AP1G2-AS1","AP1G2-AS1",NA,NA
"AP1M1","AP1M1",NA,NA
"AP1M2","AP1M2",NA,NA
"AP1M2P1","AP1M2P1",NA,NA
"AP1S1","AP1S1",NA,NA
"AP1S2","AP1S2",NA,NA
"AP1S3","AP1S3",NA,NA
"AP2A1","AP2A1",NA,NA
"AP2A2","AP2A2",NA,NA
"AP2B1","AP2B1",NA,NA
"AP2B1P1","AP2B1P1",NA,NA
"AP2M1","AP2M1",NA,NA
"AP2S1","AP2S1",NA,NA
"AP3B1","AP3B1",NA,NA
"AP3B2","AP3B2",NA,NA
"AP3D1","AP3D1",NA,NA
"AP3M1","AP3M1",NA,NA
"AP3M2","AP3M2",NA,NA
"AP3S1","AP3S1",NA,NA
"AP3S2","AP3S2",NA,NA
"AP4B1","AP4B1",NA,NA
"AP4B1-AS1","AP4B1-AS1",NA,NA
"AP4E1","AP4E1",NA,NA
"AP4M1","AP4M1",NA,NA
"AP4S1","AP4S1",NA,NA
"AP5B1","AP5B1",NA,NA
"AP5M1","AP5M1",NA,NA
"AP5S1","AP5S1",NA,NA
"AP5Z1","AP5Z1",NA,NA
"APAF1","APAF1",NA,NA
"APBA1","APBA1",NA,NA
"APBA2","APBA2",NA,NA
"APBA3","APBA3",NA,NA
"APBB1","APBB1",NA,NA
"APBB1IP","APBB1IP",NA,NA
"APBB2","APBB2",NA,NA
"APBB3","APBB3",NA,NA
"APC","APC",NA,NA
"APC2","APC2",NA,NA
"APCDD1","APCDD1",NA,NA
"APCDD1L","APCDD1L",NA,NA
"APCDD1L-DT","APCDD1L-DT",NA,NA
"APCS","APCS",NA,NA
"APEH","APEH",NA,NA
"APELA","APELA",NA,NA
"APEX1","APEX1",NA,NA
"APEX2","APEX2",NA,NA
"APH1A","APH1A",NA,NA
"APH1B","APH1B",NA,NA
"API5","API5",NA,NA
"APIP","APIP",NA,NA
"APLF","APLF",NA,NA
"APLN","APLN",NA,NA
"APLNR","APLNR",NA,NA
"APLP1","APLP1",NA,NA
"APLP2","APLP2",NA,NA
"APMAP","APMAP",NA,NA
"APOA1","APOA1",NA,NA
"APOA1-AS","APOA1-AS",NA,NA
"APOA2","APOA2",NA,NA
"APOA4","APOA4",NA,NA
"APOA5","APOA5",NA,NA
"APOB","APOB",NA,NA
"APOBEC1","APOBEC1",NA,NA
"APOBEC2","APOBEC2",NA,NA
"APOBEC3A","APOBEC3A",NA,NA
"APOBEC3AP1","APOBEC3AP1",NA,NA
"APOBEC3B","APOBEC3B",NA,NA
"APOBEC3B-AS1","APOBEC3B-AS1",NA,NA
"APOBEC3C","APOBEC3C",NA,NA
"APOBEC3D","APOBEC3D",NA,NA
"APOBEC3F","APOBEC3F",NA,NA
"APOBEC3G","APOBEC3G",NA,NA
"APOBEC3H","APOBEC3H",NA,NA
"APOBEC4","APOBEC4",NA,NA
"APOBR","APOBR",NA,NA
"APOC1","APOC1",NA,NA
"APOC1P1","APOC1P1",NA,NA
"APOC2","APOC2",NA,NA
"APOC3","APOC3",NA,NA
"APOC4","APOC4",NA,NA
"APOD","APOD",NA,NA
"APOE","APOE",NA,NA
"APOF","APOF",NA,NA
"APOH","APOH",NA,NA
"APOL1","APOL1",NA,NA
"APOL2","APOL2",NA,NA
"APOL3","APOL3",NA,NA
"APOL4","APOL4",NA,NA
"APOL5","APOL5",NA,NA
"APOL6","APOL6",NA,NA
"APOLD1","APOLD1",NA,NA
"APOM","APOM",NA,NA
"APOO","APOO",NA,NA
"APOOL","APOOL",NA,NA
"APOOP2","APOOP2",NA,NA
"APP","APP",NA,NA
"APPBP2","APPBP2",NA,NA
"APPL1","APPL1",NA,NA
"APPL2","APPL2",NA,NA
"APRG1","APRG1",NA,NA
"APRT","APRT",NA,NA
"APTR","APTR",NA,NA
"APTX","APTX",NA,NA
"AQP1","AQP1",NA,NA
"AQP10","AQP10",NA,NA
"AQP11","AQP11",NA,NA
"AQP12A","AQP12A",NA,NA
"AQP12B","AQP12B",NA,NA
"AQP2","AQP2",NA,NA
"AQP3","AQP3",NA,NA
"AQP4","AQP4",NA,NA
"AQP4-AS1","AQP4-AS1",NA,NA
"AQP5","AQP5",NA,NA
"AQP5-AS1","AQP5-AS1",NA,NA
"AQP6","AQP6",NA,NA
"AQP7","AQP7",NA,NA
"AQP7P2","AQP7P2",NA,NA
"AQP7P5","AQP7P5",NA,NA
"AQP8","AQP8",NA,NA
"AQP9","AQP9",NA,NA
"AQR","AQR",NA,NA
"AR","AR",NA,NA
"ARAF","ARAF",NA,NA
"ARAP1","ARAP1",NA,NA
"ARAP1-AS2","ARAP1-AS2",NA,NA
"ARAP2","ARAP2",NA,NA
"ARAP3","ARAP3",NA,NA
"ARC","ARC",NA,NA
"ARCN1","ARCN1",NA,NA
"AREG","AREG",NA,NA
"AREL1","AREL1",NA,NA
"ARF1","ARF1",NA,NA
"ARF3","ARF3",NA,NA
"ARF4","ARF4",NA,NA
"ARF4-AS1","ARF4-AS1",NA,NA
"ARF5","ARF5",NA,NA
"ARF6","ARF6",NA,NA
"ARFGAP1","ARFGAP1",NA,NA
"ARFGAP2","ARFGAP2",NA,NA
"ARFGAP3","ARFGAP3",NA,NA
"ARFGEF1","ARFGEF1",NA,NA
"ARFGEF2","ARFGEF2",NA,NA
"ARFGEF3","ARFGEF3",NA,NA
"ARFIP1","ARFIP1",NA,NA
"ARFIP2","ARFIP2",NA,NA
"ARFRP1","ARFRP1",NA,NA
"ARG1","ARG1",NA,NA
"ARG2","ARG2",NA,NA
"ARGFX","ARGFX",NA,NA
"ARGLU1","ARGLU1",NA,NA
"ARHGAP1","ARHGAP1",NA,NA
"ARHGAP10","ARHGAP10",NA,NA
"ARHGAP11A","ARHGAP11A",NA,NA
"ARHGAP12","ARHGAP12",NA,NA
"ARHGAP15","ARHGAP15",NA,NA
"ARHGAP17","ARHGAP17",NA,NA
"ARHGAP18","ARHGAP18",NA,NA
"ARHGAP19","ARHGAP19",NA,NA
"ARHGAP19-SLIT1","ARHGAP19-SLIT1",NA,NA
"ARHGAP20","ARHGAP20",NA,NA
"ARHGAP21","ARHGAP21",NA,NA
"ARHGAP22","ARHGAP22",NA,NA
"ARHGAP23","ARHGAP23",NA,NA
"ARHGAP23P1","ARHGAP23P1",NA,NA
"ARHGAP24","ARHGAP24",NA,NA
"ARHGAP25","ARHGAP25",NA,NA
"ARHGAP26","ARHGAP26",NA,NA
"ARHGAP26-AS1","ARHGAP26-AS1",NA,NA
"ARHGAP26-IT1","ARHGAP26-IT1",NA,NA
"ARHGAP27","ARHGAP27",NA,NA
"ARHGAP27P1-BPTFP1-KPNA2P3","ARHGAP27P1-BPTFP1-KPNA2P3",NA,NA
"ARHGAP28","ARHGAP28",NA,NA
"ARHGAP29","ARHGAP29",NA,NA
"ARHGAP29-AS1","ARHGAP29-AS1",NA,NA
"ARHGAP30","ARHGAP30",NA,NA
"ARHGAP31","ARHGAP31",NA,NA
"ARHGAP31-AS1","ARHGAP31-AS1",NA,NA
"ARHGAP32","ARHGAP32",NA,NA
"ARHGAP33","ARHGAP33",NA,NA
"ARHGAP35","ARHGAP35",NA,NA
"ARHGAP36","ARHGAP36",NA,NA
"ARHGAP39","ARHGAP39",NA,NA
"ARHGAP4","ARHGAP4",NA,NA
"ARHGAP40","ARHGAP40",NA,NA
"ARHGAP42","ARHGAP42",NA,NA
"ARHGAP42-AS1","ARHGAP42-AS1",NA,NA
"ARHGAP44","ARHGAP44",NA,NA
"ARHGAP44-AS1","ARHGAP44-AS1",NA,NA
"ARHGAP45","ARHGAP45",NA,NA
"ARHGAP5","ARHGAP5",NA,NA
"ARHGAP6","ARHGAP6",NA,NA
"ARHGAP8","ARHGAP8",NA,NA
"ARHGAP9","ARHGAP9",NA,NA
"ARHGDIA","ARHGDIA",NA,NA
"ARHGDIB","ARHGDIB",NA,NA
"ARHGDIG","ARHGDIG",NA,NA
"ARHGEF1","ARHGEF1",NA,NA
"ARHGEF10","ARHGEF10",NA,NA
"ARHGEF10L","ARHGEF10L",NA,NA
"ARHGEF11","ARHGEF11",NA,NA
"ARHGEF12","ARHGEF12",NA,NA
"ARHGEF15","ARHGEF15",NA,NA
"ARHGEF16","ARHGEF16",NA,NA
"ARHGEF17","ARHGEF17",NA,NA
"ARHGEF17-AS1","ARHGEF17-AS1",NA,NA
"ARHGEF18","ARHGEF18",NA,NA
"ARHGEF19","ARHGEF19",NA,NA
"ARHGEF2","ARHGEF2",NA,NA
"ARHGEF2-AS1","ARHGEF2-AS1",NA,NA
"ARHGEF2-AS2","ARHGEF2-AS2",NA,NA
"ARHGEF25","ARHGEF25",NA,NA
"ARHGEF26","ARHGEF26",NA,NA
"ARHGEF26-AS1","ARHGEF26-AS1",NA,NA
"ARHGEF28","ARHGEF28",NA,NA
"ARHGEF3","ARHGEF3",NA,NA
"ARHGEF3-AS1","ARHGEF3-AS1",NA,NA
"ARHGEF33","ARHGEF33",NA,NA
"ARHGEF35","ARHGEF35",NA,NA
"ARHGEF37","ARHGEF37",NA,NA
"ARHGEF38","ARHGEF38",NA,NA
"ARHGEF38-IT1","ARHGEF38-IT1",NA,NA
"ARHGEF39","ARHGEF39",NA,NA
"ARHGEF4","ARHGEF4",NA,NA
"ARHGEF4-AS1","ARHGEF4-AS1",NA,NA
"ARHGEF40","ARHGEF40",NA,NA
"ARHGEF5","ARHGEF5",NA,NA
"ARHGEF6","ARHGEF6",NA,NA
"ARHGEF7","ARHGEF7",NA,NA
"ARHGEF7-AS2","ARHGEF7-AS2",NA,NA
"ARHGEF9","ARHGEF9",NA,NA
"ARHGEF9-IT1","ARHGEF9-IT1",NA,NA
"ARID1A","ARID1A",NA,NA
"ARID1B","ARID1B",NA,NA
"ARID2","ARID2",NA,NA
"ARID3A","ARID3A",NA,NA
"ARID3B","ARID3B",NA,NA
"ARID3C","ARID3C",NA,NA
"ARID4A","ARID4A",NA,NA
"ARID4B","ARID4B",NA,NA
"ARID5A","ARID5A",NA,NA
"ARID5B","ARID5B",NA,NA
"ARIH1","ARIH1",NA,NA
"ARIH2","ARIH2",NA,NA
"ARL1","ARL1",NA,NA
"ARL10","ARL10",NA,NA
"ARL11","ARL11",NA,NA
"ARL13A","ARL13A",NA,NA
"ARL13B","ARL13B",NA,NA
"ARL14","ARL14",NA,NA
"ARL14EP","ARL14EP",NA,NA
"ARL14EPL","ARL14EPL",NA,NA
"ARL14EPP1","ARL14EPP1",NA,NA
"ARL15","ARL15",NA,NA
"ARL16","ARL16",NA,NA
"ARL17A","ARL17A",NA,NA
"ARL2","ARL2",NA,NA
"ARL2-SNX15","ARL2-SNX15",NA,NA
"ARL2BP","ARL2BP",NA,NA
"ARL2BPP10","ARL2BPP10",NA,NA
"ARL2BPP5","ARL2BPP5",NA,NA
"ARL2BPP6","ARL2BPP6",NA,NA
"ARL3","ARL3",NA,NA
"ARL4A","ARL4A",NA,NA
"ARL4C","ARL4C",NA,NA
"ARL4D","ARL4D",NA,NA
"ARL5A","ARL5A",NA,NA
"ARL5AP3","ARL5AP3",NA,NA
"ARL5B","ARL5B",NA,NA
"ARL5C","ARL5C",NA,NA
"ARL6","ARL6",NA,NA
"ARL6IP1","ARL6IP1",NA,NA
"ARL6IP4","ARL6IP4",NA,NA
"ARL6IP5","ARL6IP5",NA,NA
"ARL6IP6","ARL6IP6",NA,NA
"ARL8A","ARL8A",NA,NA
"ARL8B","ARL8B",NA,NA
"ARL9","ARL9",NA,NA
"ARLNC1","ARLNC1",NA,NA
"ARMC1","ARMC1",NA,NA
"ARMC10","ARMC10",NA,NA
"ARMC12","ARMC12",NA,NA
"ARMC2","ARMC2",NA,NA
"ARMC3","ARMC3",NA,NA
"ARMC5","ARMC5",NA,NA
"ARMC6","ARMC6",NA,NA
"ARMC7","ARMC7",NA,NA
"ARMC8","ARMC8",NA,NA
"ARMC8P1","ARMC8P1",NA,NA
"ARMC9","ARMC9",NA,NA
"ARMCX1","ARMCX1",NA,NA
"ARMCX2","ARMCX2",NA,NA
"ARMCX3","ARMCX3",NA,NA
"ARMCX4","ARMCX4",NA,NA
"ARMCX5","ARMCX5",NA,NA
"ARMCX6","ARMCX6",NA,NA
"ARMH1","ARMH1",NA,NA
"ARMH2","ARMH2",NA,NA
"ARMH3","ARMH3",NA,NA
"ARMH4","ARMH4",NA,NA
"ARMS2","ARMS2",NA,NA
"ARMT1","ARMT1",NA,NA
"ARNT","ARNT",NA,NA
"ARNT2","ARNT2",NA,NA
"ARNTL","ARNTL",NA,NA
"ARNTL2","ARNTL2",NA,NA
"ARNTL2-AS1","ARNTL2-AS1",NA,NA
"ARPC1A","ARPC1A",NA,NA
"ARPC1B","ARPC1B",NA,NA
"ARPC1BP1","ARPC1BP1",NA,NA
"ARPC2","ARPC2",NA,NA
"ARPC3","ARPC3",NA,NA
"ARPC4","ARPC4",NA,NA
"ARPC4-TTLL3","ARPC4-TTLL3",NA,NA
"ARPC5","ARPC5",NA,NA
"ARPC5L","ARPC5L",NA,NA
"ARPIN","ARPIN",NA,NA
"ARPIN-AP3S2","ARPIN-AP3S2",NA,NA
"ARPP19","ARPP19",NA,NA
"ARPP21","ARPP21",NA,NA
"ARR3","ARR3",NA,NA
"ARRB1","ARRB1",NA,NA
"ARRB2","ARRB2",NA,NA
"ARRDC1","ARRDC1",NA,NA
"ARRDC1-AS1","ARRDC1-AS1",NA,NA
"ARRDC2","ARRDC2",NA,NA
"ARRDC3","ARRDC3",NA,NA
"ARRDC3-AS1","ARRDC3-AS1",NA,NA
"ARRDC4","ARRDC4",NA,NA
"ARRDC5","ARRDC5",NA,NA
"ARSA","ARSA",NA,NA
"ARSB","ARSB",NA,NA
"ARSD","ARSD",NA,NA
"ARSD-AS1","ARSD-AS1",NA,NA
"ARSF","ARSF",NA,NA
"ARSFP1","ARSFP1",NA,NA
"ARSG","ARSG",NA,NA
"ARSH","ARSH",NA,NA
"ARSI","ARSI",NA,NA
"ARSJ","ARSJ",NA,NA
"ARSK","ARSK",NA,NA
"ARSL","ARSL",NA,NA
"ART1","ART1",NA,NA
"ART2BP","ART2BP",NA,NA
"ART3","ART3",NA,NA
"ART4","ART4",NA,NA
"ART5","ART5",NA,NA
"ARTN","ARTN",NA,NA
"ARV1","ARV1",NA,NA
"ARVCF","ARVCF",NA,NA
"ARX","ARX",NA,NA
"AS3MT","AS3MT",NA,NA
"ASAH1","ASAH1",NA,NA
"ASAH1-AS1","ASAH1-AS1",NA,NA
"ASAH2","ASAH2",NA,NA
"ASAH2B","ASAH2B",NA,NA
"ASAP1","ASAP1",NA,NA
"ASAP1-IT2","ASAP1-IT2",NA,NA
"ASAP2","ASAP2",NA,NA
"ASAP3","ASAP3",NA,NA
"ASB1","ASB1",NA,NA
"ASB10","ASB10",NA,NA
"ASB11","ASB11",NA,NA
"ASB12","ASB12",NA,NA
"ASB13","ASB13",NA,NA
"ASB14","ASB14",NA,NA
"ASB15","ASB15",NA,NA
"ASB15-AS1","ASB15-AS1",NA,NA
"ASB16","ASB16",NA,NA
"ASB16-AS1","ASB16-AS1",NA,NA
"ASB17","ASB17",NA,NA
"ASB18","ASB18",NA,NA
"ASB2","ASB2",NA,NA
"ASB3","ASB3",NA,NA
"ASB4","ASB4",NA,NA
"ASB5","ASB5",NA,NA
"ASB6","ASB6",NA,NA
"ASB7","ASB7",NA,NA
"ASB8","ASB8",NA,NA
"ASB9","ASB9",NA,NA
"ASCC1","ASCC1",NA,NA
"ASCC2","ASCC2",NA,NA
"ASCC3","ASCC3",NA,NA
"ASCL1","ASCL1",NA,NA
"ASCL2","ASCL2",NA,NA
"ASCL3","ASCL3",NA,NA
"ASCL4","ASCL4",NA,NA
"ASCL5","ASCL5",NA,NA
"ASF1A","ASF1A",NA,NA
